Donor,codename,New code,recipient,checks
OCHA NGO Funds,NGOs,,NGOs,TRUE
OCHA/UNDP,UN Multi,,UN Multi,TRUE
OCHA/UNDP/ ISDR,UN Multi,,UN Multi,TRUE
OCHA/UNEP,UN Multi,,UN Multi,TRUE
Ockenden InterNational,NGOs,,NGOs,TRUE
Oeuvre d'Orient,NGOs,,NGOs,TRUE
Oeuvres hospitalières françaises de l'Ordre de Malte,NGOs,,NGOs,TRUE
Office Depot,private sector corporations,,private sector corporations,TRUE
Office for Drug Control and Crime Prevention,other,,other,TRUE
Office for Intellectual Freedom ,other,,other,TRUE
Office for the Coordination of Humanitarian Affairs,UN Multi,,UN Multi,TRUE
Office of Preparedness for Disasters and Emergencies,NDD,,National government,FALSE
Office of the High Commissioner for Human Rights,UN Multi,,UN Multi,TRUE
Office of the Humanitarian Coordinator,UN Multi,,UN Multi,TRUE
Office of the Representative of Denmark to Afghanistan,DAC governments,,DAC governments,TRUE
Office of the Representative of the Dalai Lama,NDD,,National government,FALSE
Office of the Resident and Humanitarian Coordinator,UN Multi,,UN Multi,TRUE
Office of the United Nations Special Coordinator for the Middle East Peace Process,UN Multi,,UN Multi,TRUE
Official Development Assistance,other,,other,TRUE
Oficina Panamericana de la Salud ,UN Multi,,UN Multi,TRUE
Òganizasyon Fanm tou Nèf Balan,other,,other,TRUE
OIC Aid Committee for the Child Victims of Tsunami,other,,other,TRUE
OIKOS - Intercooperação e Desenvolvimento ,NGOs,,NGOs,TRUE
Oil for Food Programme,UN Multi,,UN Multi,TRUE
OIP - Office of the Iraq Programme,Other multi,,Other multi,TRUE
OJAZ Foundation,NGOs,,NGOs,TRUE
Okedongmu Children in Korea,NGOs,,NGOs,TRUE
Oklahoma City Community Foundation,foundations,,foundations,TRUE
öKO HIMAL,other,,other,TRUE
Olympic Aid,NGOs,,NGOs,TRUE
Oman,NDD,,National government,FALSE
Oman Charitable Organisation,other,,other,TRUE
Omega Plus,private sector corporations,,private sector corporations,TRUE
Omidyar Fund,private individual organisations,,private individual organisations,TRUE
One Buddhism,NGOs,,NGOs,TRUE
One Korea Buddhist Movement,NGOs,,NGOs,TRUE
One Shekel Campaign in WB,NGOs,,NGOs,TRUE
"One UN Fund, EFW",UN Multi,,UN Multi,TRUE
OneBeacon Charitable Trust,other,,other,TRUE
ONG Actions,other,,other,TRUE
ONGD - FNEL,private individual organisations,NGOs,NGOs,FALSE
"Onnuri Church, Rep. of Korea",NGOs,,NGOs,TRUE
ONUA - HRD,UN Multi,,UN Multi,TRUE
öö Volkshilfe,NGOs,,NGOs,TRUE
OPEC Fund for InterNational Development,Other multi,,Other multi,TRUE
Open Continent,other,,other,TRUE
Open Doors,private individual organisations,,private individual organisations,TRUE
Open Society Foundation,foundations,,foundations,TRUE
Open Society Institute,foundations,,foundations,TRUE
Open Society Institute Assistance Foundation,foundations,,foundations,TRUE
Operation Blessing InterNational,NGOs,,NGOs,TRUE
Operation Helping Hand of Tampa,private individual organisations,,private individual organisations,TRUE
"Operation Helping Hands, American Samoa",NGOs,,NGOs,TRUE
Operation Lifeline Sudan,other,,other,TRUE
Operation Mercy,NGOs,,NGOs,TRUE
Operation Save Innocent Lives,NGOs,,NGOs,TRUE
Operation USA,NGOs,,NGOs,TRUE
Opération villages roumains,private individual organisations,,private individual organisations,TRUE
Operations Team,other,,other,TRUE
Opportunities Industrialisation Centres InterNational,NGOs,,NGOs,TRUE
ORA e. V. Deutsher Hilfsfonds,NGOs,,NGOs,TRUE
ORA InterNational Lobito,NGOs,,NGOs,TRUE
Order of Malta,NDD,,National government,FALSE
Oregon Community Foundation,foundations,,foundations,TRUE
Organisation de la conférence islamique ,private individual organisations,,private individual organisations,TRUE
Organisation for Economic Co-operation and Development,Other multi,,Other multi,TRUE
Organisation for Mine Awareness and Reconstruction,other,,other,TRUE
Organisation for Mine Clearance and Afghan Rehabilitation / Mine Detection Dog Centre,NGOs,,NGOs,TRUE
Organisation InterNationale de la Francophonie,NGOs,,NGOs,TRUE
Organisation Marocaine Des Droits de l'homme,NGOs,,NGOs,TRUE
Organisation of Islamic Cooperation,private individual organisations,,private individual organisations,TRUE
Organisation of Rural Associations for Progress,private individual organisations,NGOs,NGOs,FALSE
Organisation of the Islamic Conference,Other multi,,Other multi,TRUE
Organization Catholique Pour la Promotion Humaine,NGOs,,NGOs,TRUE
Organization for African Unity,Other multi,,Other multi,TRUE
Organization for Security & Cooperation in Europe,Other multi,,Other multi,TRUE
Organization for Social Development Initiatives,NGOs,,NGOs,TRUE
Organization of American States,Other multi,,Other multi,TRUE
Organization of Arab Red Crescent and Red Cross Society,red cross,,red cross,TRUE
Organization of Petroleum Exporting Countries Fund,Other multi,,Other multi,TRUE
Orphans and Divorced Rights Association,other,,other,TRUE
Orthodox Church in America,private individual organisations,,private individual organisations,TRUE
OshKosh Corp.,private sector corporations,,private sector corporations,TRUE
Oslo Coalition on Freedom of Religion or Belief,private individual organisations,,private individual organisations,TRUE
Oslosenteret for fred og menneskerettigheter,other,,other,TRUE
österreichisches Nord-Süd-Institut,academia/think/research,,academia/think/research,TRUE
Other income,other,,other,TRUE
Ottawa Convention Sponsorship Programme,other,,other,TRUE
Ottawa Convention Sponsorship Programme ,other,,other,TRUE
Overseas Development Institute,academia/think/research,,academia/think/research,TRUE
OXFAM,NGOs,,NGOs,TRUE
Oxfam America,NGOs,,NGOs,TRUE
OXFAM Australia,NGOs,,NGOs,TRUE
OXFAM Belgium,NGOs,,NGOs,TRUE
OXFAM Canada,NGOs,,NGOs,TRUE
OXFAM GB,NGOs,,NGOs,TRUE
OXFAM Hong Kong,NGOs,,NGOs,TRUE
Oxfam India,NGOs,,NGOs,TRUE
OXFAM InterNational,NGOs,,NGOs,TRUE
OXFAM Ireland,NGOs,,NGOs,TRUE
Oxfam Italia,NGOs,,NGOs,TRUE
OXFAM Netherlands (NOVIB),NGOs,,NGOs,TRUE
OXFAM Quebec,NGOs,,NGOs,TRUE
OXFAM Solidarite,NGOs,,NGOs,TRUE
OXFAM/Community Aid Abroad (OXFAM-Australia),NGOs,,NGOs,TRUE
Oxford Research Group,academia/think/research,,academia/think/research,TRUE
Oxford University,academia/think/research,,academia/think/research,TRUE
PA_05,other,,other,TRUE
PACCAR Inc.,private sector corporations,,private sector corporations,TRUE
Pacific Islands Forum,Other multi,,Other multi,TRUE
Packard Foundation,foundations,,foundations,TRUE
Pact Inc.,private sector corporations,,private sector corporations,TRUE
PACT Myanmar,NGOs,,NGOs,TRUE
PACTEC,NGOs,,NGOs,TRUE
"PADCO, WWCIS, ASI",other,,other,TRUE
PAICMA,NDD,,National government,FALSE
PAIMAN Alumni Trust,other,,other,TRUE
Pain Pour Les Déshérités (PPLD),other,,other,TRUE
Pak Rural Development Program,private individual organisations,,private individual organisations,TRUE
Pakistan,NDD,,National government,FALSE
Pakistan Association  in Dubai,private individual organisations,,private individual organisations,TRUE
Pakistan Humanitarian Forum (consortium),NGOs,,NGOs,TRUE
Pakistan Red Crescent,red cross,,red cross,TRUE
Pakistan Red Crescent Society,red cross,,red cross,TRUE
Pakistan Telecommunication Company LTD.,private sector corporations,,private sector corporations,TRUE
Pakistan Village Development Program,NGOs,,NGOs,TRUE
Pakistansk Velferdsorganisasjon Norge,other,,other,TRUE
Palau,NDD,,National government,FALSE
Palau Red Cross,red cross,,red cross,TRUE
Palau Red Cross Society,red cross,,red cross,TRUE
Palestinakomiteen i Norge,NGOs,,NGOs,TRUE
Palestine Red Crescent Society,red cross,,red cross,TRUE
Palestine Right to Return Coalition,NGOs,,NGOs,TRUE
Palestine Solidarity Organisation in Sweden,NGOs,,NGOs,TRUE
Palestinian Agricultural Relief Committees,NGOs,,NGOs,TRUE
Palestinian Al Nakheel Association for Progress and Development,NGOs,,NGOs,TRUE
Palestinian Association for Development and Reconstruction,NGOs,,NGOs,TRUE
Palestinian Authority,NDD,,National government,FALSE
Palestinian Center of Organic Agriculture,NGOs,,NGOs,TRUE
Palestinian Environmental Friends,NGOs,,NGOs,TRUE
Palestinian Farmers Union,other,,other,TRUE
Palestinian Human Rights Monitoring Group,NGOs,,NGOs,TRUE
Palestinian Hydrological Group,NGOs,,NGOs,TRUE
Palestinian Medical Relief Society,NGOs,,NGOs,TRUE
Palestinian Peace Coalition,private individual organisations,,private individual organisations,TRUE
Palestinian Peace Coalition ,other,,other,TRUE
Palestinian Red Crescent Society,red cross,,red cross,TRUE
"Palestinian territory, occupied",NDD,,National government,FALSE
Pan American Development Foundation,foundations,NGOs,NGOs,FALSE
Pan American Health and Education Foundation,foundations,,foundations,TRUE
Panalpina Airfreight Incorporated,private sector corporations,,private sector corporations,TRUE
Panama,NDD,,National government,FALSE
Panamanian Red Cross,red cross,,red cross,TRUE
Pan-American Health Organization (World Health Organization),UN Multi,,UN Multi,TRUE
Panasonic,private sector corporations,,private sector corporations,TRUE
Panhealth Care Organization,UN Multi,NGOs,NGOs,FALSE
Panzi Hospital,other,,other,TRUE
PAP,other,,other,TRUE
Papua New Guinea,NDD,,National government,FALSE
Papua New Guinea Red Cross,red cross,,red cross,TRUE
Papua New Guinea Red Cross Society,red cross,,red cross,TRUE
"Paradigm of Consciousness Ministries, Inc. ",NGOs,,NGOs,TRUE
Paraguay,NDD,,National government,FALSE
Paraguay Red Cross,red cross,,red cross,TRUE
Paraguayan Red Cross,red cross,,red cross,TRUE
PARCIC,NGOs,,NGOs,TRUE
PARD,other,,other,TRUE
Parliamentarians for Global Action,NGOs,,NGOs,TRUE
Parliamentary Forum,other,,other,TRUE
Paroecia Latina S.Catharinae,other,,other,TRUE
Parroquia Jesus Redentor,private individual organisations,,private individual organisations,TRUE
Partage,NGOs,,NGOs,TRUE
Parthenon Trust,NGOs,,NGOs,TRUE
Participatory Educational Awareness and Community Empowerment,other,,other,TRUE
Participatory Integrated Development Society,NGOs,,NGOs,TRUE
Participatory Rural Development Society,NGOs,,NGOs,TRUE
Partner Aid InterNational,NGOs,,NGOs,TRUE
Partner Aid International e.V.,NGOs,,NGOs,TRUE
PARTNERS,other,,other,TRUE
Partners in Health,NGOs,,NGOs,TRUE
Partners in Rural Development,NGOs,,NGOs,TRUE
Partnership Africa Canada,NGOs,,NGOs,TRUE
Partnership Center for Development and Democracy,NGOs,,NGOs,TRUE
Partnership for Pastoralists Development Association,private individual organisations,,private individual organisations,TRUE
Partnership for Peace,Other multi,,Other multi,TRUE
Pastoral Social,private sector corporations,,private sector corporations,TRUE
Pastoralist Concern Association Ethiopia,NGOs,,NGOs,TRUE
Pastoralist Consultants InterNational,private individual organisations,,private individual organisations,TRUE
Pastoralist Development Organization,private individual organisations,,private individual organisations,TRUE
Pastoralist Integrated Support Programme,NGOs,,NGOs,TRUE
Pathfinder InterNational,NGOs,,NGOs,TRUE
Patient Friendly Society,other,,other,TRUE
Patient's Help Fund,NGOs,,NGOs,TRUE
Pattan Development Organization,NGOs,,NGOs,TRUE
Patton Boggs LLP ,private sector corporations,,private sector corporations,TRUE
Paul Hastings,private sector corporations,,private sector corporations,TRUE
Pax Christi e.V,NGOs,,NGOs,TRUE
PCPM - Polish Center for InterNational Aid,academia/think/research,,academia/think/research,TRUE
PCPM - Polish Center for InterNational Aid ,NGOs,,NGOs,TRUE
Peace Action Society Organisation for Somalia,NGOs,,NGOs,TRUE
Peace and Conflict Institution,academia/think/research,,academia/think/research,TRUE
Peace and Development Organization,NGOs,,NGOs,TRUE
Peace Brigades InterNational,NGOs,,NGOs,TRUE
Peace Building Fund,UN Multi,,UN Multi,TRUE
Peace Corps,DAC governments,,DAC governments,TRUE
Peace Corps Organization,private individual organisations,DAC governments,DAC government,FALSE
Peace Keeping Funds,UN Multi,,UN Multi,TRUE
Peace Winds,NGOs,,NGOs,TRUE
Peace Winds Japan,NGOs,,NGOs,TRUE
Peacekeeping Forces,UN Multi,,UN Multi,TRUE
PEGASE,EC,,EC,TRUE
Pelayanan Advokasi untuk Keadilan dan Perdamaian Indonesia,other,,other,TRUE
Pema Medical Charity,private individual organisations,,private individual organisations,TRUE
PEN InterNational,private individual organisations,,private individual organisations,TRUE
Pentair,private sector corporations,,private sector corporations,TRUE
Pentecostal Churches of Uganda,private individual organisations,,private individual organisations,TRUE
Pentecostal Foreign Mission,NGOs,,NGOs,TRUE
People in Aid,NGOs,,NGOs,TRUE
People in Need ,NGOs,,NGOs,TRUE
People in Peril,NGOs,,NGOs,TRUE
Peoples Democracy Platform,private individual organisations,,private individual organisations,TRUE
Peoples Empowerment and Consulting Enterprise,NGOs,,NGOs,TRUE
Peoples' Organization for Development and Rehabilitation,other,NGOs,NGOs,FALSE
PepsiCo Foundation,foundations,,foundations,TRUE
Père Jaar,other,,other,TRUE
Periodic Review  - TCG ,private individual organisations,,private individual organisations,TRUE
Perkumpulan Paluma Nusantara,other,,other,TRUE
Perry Ellis InterNational,private sector corporations,,private sector corporations,TRUE
Perspectives pour la Santé et le Développement,other,,other,TRUE
Peru,NDD,,National government,FALSE
Peru Rail,private sector corporations,,private sector corporations,TRUE
Peru Red Cross,red cross,,red cross,TRUE
Peruvian Private Enterprise Colchones Paraiso,private sector corporations,,private sector corporations,TRUE
Peruvian Red Cross,red cross,,red cross,TRUE
Petits Frères et Soeurs,private individual organisations,,private individual organisations,TRUE
Petroleos de Venezuela,private sector corporations,,private sector corporations,TRUE
Pew Charitable Trusts ,other,,other,TRUE
Pfizer,private sector corporations,,private sector corporations,TRUE
Pharmaciens et Aide humanitaire,private individual organisations,,private individual organisations,TRUE
Pharmaciens Sans Frontieres - Comite InterNational,NGOs,,NGOs,TRUE
Pharmaciens sans Frontières (France),NGOs,,NGOs,TRUE
Pharmaciens sans frontières (PSF),NGOs,,NGOs,TRUE
Philadelphia Insurance Companies,private sector corporations,,private sector corporations,TRUE
Philani Maswati Organization,private individual organisations,,private individual organisations,TRUE
Philippine Business for Social Progress,private individual organisations,,private individual organisations,TRUE
Philippine Red Cross ,red cross,,red cross,TRUE
Philippines,NDD,,National government,FALSE
Philippines National Red Cross ,red cross,,red cross,TRUE
PHRO - Palestinian Human Rights Organisation ,NGOs,,NGOs,TRUE
Physicians Across Continents,NGOs,,NGOs,TRUE
Physicians for Human Rights,NGOs,,NGOs,TRUE
PIAL,other,,other,TRUE
PIDAD,other,,other,TRUE
Pietrantoni Mendez & Alvarez LLP,private sector corporations,,private sector corporations,TRUE
PIPA,other,,other,TRUE
Pirelli & C. Societa per Azioni,private sector corporations,,private sector corporations,TRUE
Plan Benin,NGOs,,NGOs,TRUE
Plan Canada,NGOs,,NGOs,TRUE
Plan Haiti,NGOs,,NGOs,TRUE
Plan Indonesia ,NGOs,,NGOs,TRUE
Plan InterNational,NGOs,,NGOs,TRUE
Plan Ireland,NGOs,,NGOs,TRUE
Plan Mali,NGOs,,NGOs,TRUE
Plan Niger,NGOs,,NGOs,TRUE
Plan Norge,NGOs,,NGOs,TRUE
Plan Sudan,NGOs,,NGOs,TRUE
Plan Sweden,NGOs,,NGOs,TRUE
Plan Timor-Leste,NGOs,,NGOs,TRUE
Plan UK,NGOs,,NGOs,TRUE
Plan USA,NGOs,,NGOs,TRUE
PLANAT,DAC governments,,DAC governments,TRUE
Planeta,NGOs,,NGOs,TRUE
Planete Urgence,NGOs,,NGOs,TRUE
"Planned Parenthood Federation, InterNational",private individual organisations,,private individual organisations,TRUE
Planning and Development Collaborative InterNational,private individual organisations,,private individual organisations,TRUE
"Plateforme d""insertion par l""humanitaire",other,,other,TRUE
PLO DoRA,other,,other,TRUE
PMU-Interlife,NGOs,,NGOs,TRUE
Point of Peace,foundations,,foundations,TRUE
PokerStars,private sector corporations,,private sector corporations,TRUE
Poland,DAC governments,,DAC governments,TRUE
Poland Red Cross,red cross,,red cross,TRUE
Polish Center for International Aid,NGOs,,NGOs,TRUE
