Donor,Deflatorvalue
Prefecto of the Department of La Paz,1.015410128
Prem Rawat Foundation,1.015410128
Premiere Urgence,1.015410128
Premiäre Urgence - Aide MÇdicale InterNationale,1.015410128
PREPARED,1.015410128
Presbyterian Church in Ireland,1.015410128
Presbyterian Church of Korea,1.015410128
Presbyterian Disaster Assistance,1.015410128
Press Emblem Campaign,1.015410128
Press Trust / IDI,1.015410128
PriceWaterhouseCoopers,1.015410128
PRIMA SYNERGIE,1.015410128
Primate's World Relief and Development Fund,1.015410128
Prime Minister's National Relief Fund/India,1.015410128
Princess Cruises,1.015410128
"Principal Financial Group Foundation, Inc",1.015410128
"PRIO - InterNational Peace Research Institute, Oslo",1.015410128
Private (individuals & organisations),1.015410128
Private Agencies Collaborating Together,1.015410128
Private Agencies Collaborating Together ,1.015410128
Private Voluntary Organizations,1.015410128
"Pro Pac, Inc.",1.015410128
Procter & Gamble Inc.,1.015410128
Progedes-Nicaragua,1.015410128
Programme Against Malnutrition,1.015410128
Programme de Promotion de Soins de SantÇ Primaires (PPSSP),1.015410128
Programme d'IntÇgration et de DÇveloppement du Peuple pygmÇe au Kiwu ,1.015410128
Programme for Emergency Education and Reconstruction ,1.015410128
Progressio,1.015410128
Progressive Interventions,1.015410128
Project Aparajita - VHAI,1.015410128
Project Concern InterNational,1.015410128
Project HOPE,1.015410128
PROMAN,1.015410128
PROMARK,1.015410128
Promoting Recovery in Zimbabwe,1.015410128
Protos,1.015410128
Protracted Relief Programme Partners (Zimbabwe),1.015410128
Provea - Venezolano de Educaci¢n-Acci¢n en Derechos Humanos,1.015410128
ProVention,1.015410128
Proximity Designs (formerly International Development Enterprises),1.015410128
"Prudential Financial, Inc.",1.015410128
PSF-France/Clermont-Ferrand,1.015410128
PSO,1.015410128
PSR / IPPNW,1.015410128
Psykisk Helsevern ùstfold HF v/ Norum,1.015410128
PTM - Paz y Tercer Mundo,1.015410128
PTT Public Company Limited,1.015410128
Public Accounts Committee,1.015410128
Public Affairs Committee,1.015410128
Public Welfare Foundation,1.015410128
Publix,1.015410128
Puerto Rico,1.015410128
PUMP AID,1.015410128
PUNTO SUD,1.015410128
Purpose Foundation,1.015410128
Pyoe Pin,1.015410128
Qandil,1.015410128
Qatar,0.914142098
Qatar Charitable Society,1.015410128
Qatar Charity,1.015410128
Qatar Red Crescent,1.015410128
Qatar Red Crescent Society,1.015410128
"QED Limited, LLC",1.015410128
Quaker United Nations Office,1.015410128
Qualcomm Inc.,1.015410128
Questscope,1.015410128
"QVC, Inc.",1.015410128
Qwest Foundation ,1.015410128
"Raad, Liv",1.015410128
Rabbis for Human Rights,1.015410128
Radanar Ayar Association,1.015410128
Radio SAWA,1.015410128
Radisson SAS,1.015410128
Raf-Thani Foundation,1.015410128
"Raftostiftelsen, prosjekt",1.015410128
Raggio di Luce ,1.015410128
Rahma Islamic Relief Fund,1.015410128
Rahmo Rehabilitation Organisation,1.015410128
Rainbow Gateway,1.015410128
Rainwater Association of Somalia,1.015410128
RAK Ceramics,1.015410128
Random House,1.015410128
Rape Crisis Centre,1.015410128
Raqeep Organization for Human Rights,1.015410128
Rasawad Welfare Association,1.015410128
Rawa Association,1.015410128
Raygroup SAS,1.015410128
Raytheon,1.015410128
RBC,1.015410128
RCN Justice Democratie,1.015410128
RCO,1.015410128
RCT,1.015410128
RDN,1.015410128
REA - RÇhabilitation  Education Aide social,1.015410128
Reach Out,1.015410128
Reach Out Initiative,1.015410128
Reach Out To Asia,1.015410128
Rebatisseurs de la muraille des oeuvres de Dieu,1.015410128
RECSASEC - Regional Centre on Small Arms and Light Weapons,1.015410128
Red Crescent Society of Azerbaijan,1.015410128
Red Crescent Society of Djibouti,1.015410128
Red Crescent Society of Kyrgyzstan,1.015410128
Red Crescent Society of Tajikistan,1.015410128
Red Crescent Society of the Islamic Republic of Iran,1.015410128
Red Crescent Society of the United Arab Emirates,1.015410128
Red Crescent Society of Uzbekistan,1.015410128
Red Cross,1.015410128
Red Cross of Cape Verde,1.015410128
Red Cross of Chad,1.015410128
Red Cross of Monaco,1.015410128
Red Cross of Montenegro,1.015410128
Red Cross of Serbia,1.015410128
Red Cross of Serbia,1.015410128
Red Cross of the Democratic Republic of the Congo,1.015410128
"Red Cross of The Former Yugoslav Republic of Macedonia, The",1.015410128
"Red Cross of The Former Yugoslav Republic of Macedonia, The",1.015410128
Red Cross of Viet Nam,1.015410128
Red Cross Society of Bosnia and Herzegovina,1.015410128
Red Cross Society of China,1.015410128
Red Cross Society of Georgia,1.015410128
Red Cross Society of Niger,1.015410128
Red Cross Society of Panama,1.015410128
Red Cross Society of the Democratic People's Republic of Korea,1.015410128
Red Cross Society of the Republic of Moldova,1.015410128
Red R,1.015410128
REDOG,1.015410128
RedR,1.015410128
RedR UK,1.015410128
Refugee Education Trust,1.015410128
Refugee Studies Centre,1.015410128
Refugee Trust,1.015410128
Refugees InterNational,1.015410128
Regence Foundation,1.015410128
Regional Centre Small Arms Light Weapons,1.015410128
Regional Govt of Lambayeque (Peru),1.015410128
Regnskogfondet,1.015410128
Rehabilitation and Research Centre for Torture Victims,1.015410128
Rehabilitation InterNational,1.015410128
Relationships Foundation InterNational,1.015410128
Relief and Recovery Unit - Zimbabwe,1.015410128
Relief InterNational,1.015410128
Religiosas de Jesus-Maria,1.015410128
Religiosas Franciscanas Mision,1.015410128
Religiosas Hermanas Terciarias,1.015410128
Remedial English and Science Course Centre,1.015410128
Reporters Sans Frontiäres,1.015410128
Reprise de Justesse,1.015410128
Republic of Korea National Red Cross,1.015410128
Republic of South Sudan,1.015410128
Rescue South Africa,1.015410128
Research Council of Norway,1.015410128
Reseau des Entrepreneurs Solidaires,1.015410128
Resident Coordinators Support Office,1.015410128
Response InterNational,1.015410128
Responsive,1.015410128
REST - Relief Society of Tigray,1.015410128
RESTART,1.015410128
Results Japan,1.015410128
Reunion,1.015410128
Reynolds American Foundation,1.015410128
RHA,1.015410128
Richard and Susan Smith Family Foundation,1.015410128
Right to Live Society,1.015410128
Right to Play,1.015410128
Ripley,1.015410128
Risk and Insurance Management Society,1.015410128
Rissho Koseikai,1.015410128
Rite Aid,1.015410128
Riverine Relief Program,1.015410128
Riverside Technologies Inc.,1.015410128
RKV - Flemish Red Cross,1.015410128
RMS Foundation,1.015410128
Rockefeller Foundation,1.015410128
Rockwell Collins,1.015410128
Roddick Foundation,1.015410128
ROFI Industrier AS,1.015410128
Rogers Communications,1.015410128
ROKPA,1.015410128
ROLEX,1.015410128
Romania,0.998561868
Romania Red Cross,1.015410128
Romanian Red Cross,1.015410128
Ronald McDonald House Charities,1.015410128
RONCO Consulting Corporation,1.015410128
Root of Grass,1.015410128
ROPKA InterNational,1.015410128
Rosalia Hoog,1.015410128
Roshni Development Organization,1.015410128
"Ross Stores, Inc.",1.015410128
ROSSAIR,1.015410128
Rotary Club of Shanghai,1.015410128
Rotary Fiji,1.015410128
Rotary InterNational,1.015410128
Rothschild Estates,1.015410128
Roy A. Hunt Foundation,1.015410128
Royal Bank of Canada,1.015410128
Royal Caribbean InterNational,1.015410128
Royal Danish Embassy - Jakarta,1.015410128
Royal Danish Representative Office in Colombo,1.015410128
Royal Health Awareness Society,1.015410128
RTI,1.015410128
Ruedi Leuppi Stiftung ElfenbeinkÅste,1.015410128
Rufaid Health Foundation,1.015410128
Rufaida Health Foundation,1.015410128
RumÑnienhilfe Liebenau,1.015410128
RumÑnienhilfe SchÑrding,1.015410128
Rural Agency for Community Development and Assistance,1.015410128
Rural Capacities Development Committee,1.015410128
Rural Centre for Sustainable Development,1.015410128
Rural Development Foundation,1.015410128
Rural Development Initiative,1.015410128
Rural Development Project,1.015410128
Rural Empowerment and Institutional Development,1.015410128
Rural Focus,1.015410128
Rural Reconstruction Nepal,1.015410128
Rural Support Programmes Network,1.015410128
Rural Water and Sanitation Support Agency,1.015410128
Russia Red Cross,1.015410128
Russian Federation,1.015410128
Russian Red Cross Society,1.015410128
Rwanda,0.970147699
Rwanda Red Cross ,1.015410128
Rwandan Red Cross ,1.015410128
RWSSP,1.015410128
SAACID,1.015410128
Sabou Guinee,1.015410128
Sad Africa,1.015410128
Sada Al Irak Organisation,1.015410128
SADRI,1.015410128
SAF - Science and Arts Foundation,1.015410128
Safa Marwa Relief and Development Organization,1.015410128
SaferAfrica,1.015410128
Saferworld,1.015410128
Safeway Inc,1.015410128
SAFRA Edmond J. Philanthropic Foundation,1.015410128
Saga Falabella,1.015410128
Sage Organisation,1.015410128
Sagric InteNational Pty Ltd,1.015410128
SAH - Schweizerisches Arbeiterhilfswerk,1.015410128
Sahkar Dost Welfare Association,1.015410128
SAIH - Studentenes og Akademikernes Internasjonale Hjelpefond,1.015410128
Saint Barbara Foundation,1.015410128
Saint Lucia,1.015410128
Saint Vincent and the Grenadines,1.015410128
SALAM YA SUGHAR FUND,1.015410128
Salama Medical Agency,1.015410128
Salesian Missions,1.015410128
Salvadorean Red Cross Society,1.015410128
Salvation Army,1.015410128
SAM - Schweizer Allianz Mission,1.015410128
SAM - Schweizer Allianz Mission ,1.015410128
Sama Al-Yemen Development Foundation,1.015410128
Samaritan's Purse,1.015410128
Samenwerkende Hulporganisaties,1.015410128
SamerÜdet,1.015410128
Sametinget,1.015410128
Samir Kassir Foundation,1.015410128
Samis,1.015410128
Samisk Hõgskole,1.015410128
Samoa,1.013541832
Samoa Red Cross,1.015410128
Samoa Red Cross Society,1.015410128
Samsung Group,1.015410128
Samusocial Peru,1.015410128
San Diego Foundation,1.015410128
San Marino,0.988828022
San Remo Institute for Humanitarian Law,1.015410128
SANAD Charity Foundation,1.015410128
SANAR YURDATAPAN  - FEA,1.015410128
Sangtani Women Rural Development Organization,1.015410128
Sanitary of Epidemiological Station,1.015410128
SANOFI,1.015410128
Santa Isabel Market,1.015410128
SantÇ Diabäte,1.015410128
SantÇ Mali Rhìne Alpes,1.015410128
SantÇ pour le DÇveloppement et la StabilitÇ d?Haãti,1.015410128
Sante Sud,1.015410128
Sant''Egidio,1.015410128
Sarhad Rural Support Programme,1.015410128
Sarvodaya Shramadana Movement,1.015410128
Sath Development Organization,1.015410128
Satunama,1.015410128
Saude em Portugues,1.015410128
Sa£de em Portuguàs,1.015410128
Saudi Arabia (Kingdom of),1.015410128
Saudi Arabian Red Crescent Society,1.015410128
Saudi Committee,1.015410128
Saudi Public Campaign for Lebanon and Palestine,1.015410128
Saudi Red Crescent ,1.015410128
Save and Serve,1.015410128
Save Somali Women & Children,1.015410128
Save the Children ,1.015410128
Save the Children - Canada,1.015410128
Save the Children - Denmark,1.015410128
Save the Children - France,1.015410128
Save the Children - Japan,1.015410128
Save the Children - Netherlands,1.015410128
Save the Children - Norway,1.015410128
Save the Children - Sri Lanka,1.015410128
Save the Children - Sweden,1.015410128
Save the Children - Uganda,1.015410128
Save the Children - United Kingdom,1.015410128
Save the Children - USA,1.015410128
Save the Children Alliance,1.015410128
Save the Children Federaton Inc.,1.015410128
"Save the Children, Youths and Women Organization",1.015410128
Sawaid Health Organization,1.015410128
SC - Caritas,1.015410128
SC/US and World Vision,1.015410128
SCA Tissue,1.015410128
Scanagri,1.015410128
Scandinavian Children's Mission ,1.015410128
SCD-RB,1.015410128
Schering-Plough Corporation,1.015410128
Schools Association for Formal Education,1.015410128
Schulte Roth & Zabel LLP,1.015410128
SCO,1.015410128
SCOR Group,1.015410128
Scotiabank,1.015410128
Scottish Catholic InterNational Aid Fund,1.015410128
Scottish Executive,1.015410128
Scottrade,1.015410128
SDW,1.015410128
Search for Common Ground,1.015410128
Seattle Foundation,1.015410128
Second Harvest Japan,1.015410128
SECONRED,1.015410128
Secours Catholique et DÇveloppement,1.015410128
Secours Islamique,1.015410128
Secours Islamique France,1.015410128
Secours Populaire Francais,1.015410128
SÇcuritÇ civile,1.015410128
Sedec-Hudec,1.015410128
Seeds of Peace,1.015410128
Seestern e.V.,1.015410128
Seestern e.V.,1.015410128
"Seismic Research Unit, Univ. of West Indies",1.015410128
Seismic Risk Assessment and Mitigation in the Antakya-Maras Region,1.015410128
Seismic Risk Assessment and Mitigation in the Antakya-Maras Region ,1.015410128
Self Employment Womens' Association,1.015410128
Sempra Energy Foundation,1.015410128
Senegal,1.020434818
Senter for Krisepsykologi,1.015410128
"Senter for kunnskap og likestilling, Kvinneuniversitetet Nord",1.015410128
Sentinelles,1.015410128
Seobu Annual Conference of the KMC,1.015410128
Serbia ,1.015410128
Serbia and Montenegro,1.015410128
Serbia and Montenegro Red Cross,1.015410128
Serve Pastoralist International,1.015410128
Service Health Relief Development Organization,1.015410128
SERVICE INT. POUR LES DROITS DE L HOMME,1.015410128
SERVICE plus GMBH,1.015410128
Service Social InterNational  ,1.015410128
SERVICIO PAZ Y JUSTICIA,1.015410128
SES World Skies,1.015410128
SE-SINAPRED,1.015410128
Sewa Development Trust Sindh,1.015410128
Sewa Lanka Foundation,1.015410128
Sewalanka,1.015410128
Seychelles,0.995613936
Seychelles Red Cross,1.015410128
Seychelles Red Cross Society,1.015410128
Seylan Bank Limited,1.015410128
Sezam,1.015410128
SFCG/RDC,1.015410128
SHA/National Autonomous University of Nicaragua,1.015410128
SHA/NRE,1.015410128
Shah Sachal Sami Foundation,1.015410128
Shahrukhi Rehabilitation Project,1.015410128
Shaik Abdallah Nouri Association,1.015410128
SHAML - Palestinian Diaspora and Refugee Center ,1.015410128
Shanti Volunteer Association,1.015410128
Sharaja,1.015410128
SHARE,1.015410128
Share Association of Guatemala,1.015410128
Share our Strength,1.015410128
Sharek Youth Forum ,1.015410128
Sharjah Charity House,1.015410128
Sharukhi Rehabilitation Project,1.015410128
Sharukhi Rehabilitation Project ,1.015410128
Sheikh Mohammad Shami Foundation,1.015410128
Sheikh Thani bin Abdullah Foundation for Humanitarian Services,1.015410128
Shell Nigeria,1.015410128
Shell Oil Company,1.015410128
Shelter Centre,1.015410128
Shelter for Life,1.015410128
Shelter Now InterNational ,1.015410128
ShelterBox,1.015410128
Sheraton Hotel,1.015410128
Sherrit,1.015410128
Shifa Foundation,1.015410128
SHIFT,1.015410128
Shilale Rehabilitation and Ecological Concern,1.015410128
Shining Future Humanitarian Organization,1.015410128
Shining Light Community Development Organization,1.015410128
Shinnyo-en,1.015410128
Shinnyo-en ,1.015410128
"Shionogi & Co., Ltd",1.015410128
Shionogi Pharma Inc.,1.015410128
Shipman & Goodwin LLP,1.015410128
Sibro,1.015410128
Siemens AG,1.015410128
Siemens Water Technologies,1.015410128
Sierra Leone,0.934896597
SIF-France,1.015410128
SIG - Canton's Industrial Services - Geneve (CH),1.015410128
Sign of Hope,1.015410128
Silicon Valley Community Foundation,1.015410128
SIM Canada,1.015410128
Sindh Agriculture and Forestry Workers Cooperation Organization,1.015410128
Sindh Radiant Organisation,1.015410128
Singapore,0.996459999
Singapore InterNational Foundation,1.015410128
Singapore Red Cross,1.015410128
Singapore Red Cross Society,1.015410128
SIPRI,1.015410128
Siriri,1.015410128
Sivilombudsmannen,1.015410128
"Skadden, Arps, Slate, Meagher, & Flom LPP & Affiliates",1.015410128
Skanska,1.015410128
Skeiv Solidaritet,1.015410128
Skills Active Forward,1.015410128
SKUPAJ,1.015410128
SkyLink,1.015410128
Slavik,1.015410128
Slovak Red Cross,1.015410128
Slovakia,1.015410128
Slovenia,1.007412941
Slovenian Red Cross,1.015410128
Small Arms Survey,1.015410128
SMU - Strategic Monitoring Unit (Afghanistan),1.015410128
SNG,1.015410128
Social and Humanitarian Assistance Organization,1.015410128
