country,continent,regionUN,subregionUN,totalpop2015,under5pop,urbanpop,over65pop,u5mr2009,u5mr2010,u5mr2011,u5mr2012,u5mr2013,yearpov125_1,poverty125_1,yearpov125_2,poverty125_2,yearpov125_3,poverty125_3,yearpov125_4,poverty125_4,yearpov2_1,poverty2_1,yearpov2_2,poverty2_2,yearpov2_3,poverty2_3,yearpov2_4,poverty2_4,yearGDP_1,GDP_1,yearGDP_2,GDP_2,yearGDP_3,GDP_3,yearGDP_4,GDP_4,yearGDP_5,GDP_5,year_gini,value_gini,year_stunting_current,prev_stunting_current,number_stunting_current,current_aarr_stunting,reqd_aarr_stunting,stunting_progress,year_u5overweight,prev_u5overweight,number_u5overweight,current_aarr_u5overweight,reqd_aarr_u5overweight,u5overweight_progress,year_wasting,prev_wasting,number_wasting,wasting_progress,year_sev_wasting,number_sev_wasting,prev_sev_wasting,year_ebf_current,value_ebf_current,EBF_progress,year_lbw,LBW,year_stuntingtrend1,rate_stuntingtrend1,year_stuntingtrend2,rate_stuntingtrend2,year_stuntingtrend3,rate_stuntingtrend3,year_stuntingtrend4,rate_stuntingtrend4,year_stuntingtrend5,rate_stuntingtrend5,year_adolOWOB,AdolOW,AdolOB,year_heightBMI,prev_height145,prev_BMI185,year_adult_OB_OW,ow_male,ow_female,ow_bothsexes,ob_male,ob_female,ob_bothsexes,year_WRAanaemia,WRAanaemia_RATE,WRAanaemia_NUMBER,year_WHAtarget_WRAanaemia,WHAtarget_WRAanaemia1,year_vitA_def,prevalence_vita,year_IodineNutrition,Class_IodineNutrition,year_bloodglucose,BGboth,BGmale,BGfemale,year_bloodpressure,BPboth,BPmale,BPfemale,year_cholesterol,cholesterol_BOTH,cholesterol_MALE,cholesterol_FEMALE,YearMAD,MADTotal,YearMDD,MDDtotal,year_UNICEF_ANC_4,value_UNICEF_ANC_4,year_skilled,value_UNICEF_skilled_att,yearearly,early_BF,year_continued_BF,continued_BF,year_UNpop_Unmet_Needs,UnmetneedTotal,year_EBFtrend_1,EBF_trend_1,Source_EBFtrend1,year_EBFtrend_2,EBF_trend_2,Source_EBFtrend_2,year_EBFtrend_3,EBF_trend_3,Source_EBFtrend_3,year_SAM,SAMcoverage_rate,year_vitA_coverage,vitaminAdosecoverage,year_ORS,ORS,year_DTP,DTP3,year_Iodised,householdconsumingsalt,value_undernourishment1991,value_undernourishment2000,value_undernourishment2010,value_undernourishment2015,fruitandveg_gram1990,fruitandveg_gram2000,fruitandveg_gram2010,fruitandveg_gram2011,value_nonstaples1991,value_nonstaples2000,value_nonstaples2009,value_nonstaples2012,gender_inequality_year,gender_inequality_index,gender_inequality_rank,yearphysician,valuephysician,yearnurse,valuenurse,yearhealthworker,valuehealthworker,year_early_childbearing,early_childbearing,year_femaleED_1,rate_femaleED_1,year_femaleED_2,rate_femaleED_2,year_femaleED_3,rate_femaleED_3,year_femaleED_4,rate_femaleED_4,year_femaleED_5,rate_femaleED_5,water_piped1990,water_othimprov1990,water_unimprov1990,water_surface1990,water_piped2000,water_unimprov2000,water_othimprov2000,water_surface2000,water_piped2015,water_othimprov2015,water_unimprov2015,water_surface2015,san_improved1990,san_shared1990,san_othunimprov1990,san_opendef1990,san_improved2000,san_shared2000,san_othunimprov2000,san_opendef2000,san_improved2015,san_shared2015,san_othunimprov2015,san_opendef2015,totag_ppp1990,toteducation_ppp1990,tothealth_ppp1990,totsp_ppp1990,totag_ppp2000,toteducation_ppp2000,tothealth_ppp2000,totsp_ppp2000,totag_ppp2010,toteducation_ppp2010,tothealth_ppp2010,totsp_ppp2010,totag_ppp2012,toteducation_ppp2012,tothealth_ppp2012,totsp_ppp2012,year_code_bf,Code_breastfeeding,year_RTF,RTF_level1,year_maternityprotection,cat_maternityprotection,year_FFI,Fortification,year_policyrank,undernutritionrank_1to126,overnutritionrank_1to116,year_NCDpolicy,hypertension_policy,diabetes_policy,year_SUN,SUN_Process1,SUN_Process2,SUN_Process3,SUN_Process4,SUN_TotalAccomplished
Sweden,Europe,Europe,Northern Europe,9694,583,86,40,3,3,3,3,3,,,,,,,,,,,,,,,,,2014,44029,2013,43448,2012,43263,2011,43709,2010,42898,,,,,,,,,,,,,,,,,,,,,,,,,2011,4.5,,,,,,,,,,,,,,,,,2014,63,49,56,23,19,21,2011,18,378,2011,Currently off course,,,,,2008,7,8,6,2008,38,43,33,2008,52,56,47,,,,,,,.,,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,98,,,,,,,447,474,566,578,73,72,72,,2013,0.054,4,2011,3.926,2011,0.742,,,,,2012,98,2011,96,2010,98,2009,99,2008,101,100,0,0,0,100,0,0,0,100,0,0,0,99,1,0,0,99,1,0,0,99,1,0,0,0.9,10.2,,43.3,0.2,12.3,11.0,42.2,0.4,13.2,13.5,41.1,0.3,13.1,13.7,41.2,2014,Many provisions law,2003,Medium high,2011,Yes,,No Fortification,2014-2020,126,116,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Switzerland,Europe,Europe,Western Europe,8239,418,74,36,5,5,4,4,4,,,,,,,,,,,,,,,,,2013,54983,2012,54573,2011,54551,2010,54183,2009,53179,,,,,,,,,,,,,,,,,,,,,,,,,2012,6.7,,,,,,,,,,,,,,,,,2014,63,46,55,22,17,19,2011,19,355,2011,Currently off course,,,1999,Optimal iodine nutrition,2008,7,9,5,2008,35,42,28,2008,59,61,57,,,,,,,.,,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,96,,,,,,,598,521,566,648,76,74,77,,2013,0.03,2,2012,4.049,2012,0.316,,,,,2012,95,2011,95,2010,94,2009,93,2008,93,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8.4,5.7,2.7,27.5,8.4,5.5,0.4,25.8,6.5,18.1,5.8,39.5,6.2,18.0,6.5,38.9,2014,Some provisions voluntary,2003,Medium high,2011,Yes,,No Fortification,2012-2015,102,28,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Syria,Asia,Asia,Western Asia,22265,2566,58,8,16,15,15,15,15,,,,,,,2004,2,,,,,,,2004,17,,,,,,,,,,,,,2009,28,722,0,4,Off course - No progress,2009,18,470,1.169999957,5.7,Off course - Some progress,2009,12,302,off course,,,,2009,43,on course,2009,10.3,2009,28,2006,29,2001,31,2000,24,1995,27,2010,21.7,5.8,,,,2014,55,62,59,17,30,24,2011,31,1618,2011,Currently off course,2013,12,,,2008,13,13,13,2008,41,42,40,2008,41,38,42,,,,,2009,63.7,2009,96,2009,45.5,2009,56,2010,16.4,,,.,2006,28.7,MICS,2009,42.6,NS,2012,89.1,,,2006,49.77989354,2013,41,2005,79.3,,,,,565,496,435,607,,,,,2013,0.556,125,2010,1.455,2010,1.869,,,,9,2013,48,2012,75,2011,74,2010,73,2009,72,71,15,14,0,77,12,10,0,87,3,10,0,85,4,2,9,89,4,2,5,96,4,0,0,11.0,7.4,1.9,2.2,10.2,7.3,1.9,1.2,,,,,,,,,2014,Many provisions law,2003,Medium high,.,,,No Fortification,,,,2010,"Available, not implemented","Available, fully implemented",,,,,,
Tajikistan,Asia,Asia,Central Asia,8610,1262,27,6,55,53,51,49,48,2009,6,2007,12,2004,21,2003,35,2009,27,2007,37,2004,50,2003,68,2014,2533,2013,2432,2012,2320,2011,2212,2010,2110,,,2012,27,308,3,5,Off course - Some progress,2012,7,76,0.829999983,0.0,On course - Good progress,2012,10,114,off course,2012,0,4.099999905,2012,34,on course,2005,10,2012,27,2009,29,2007,39,2005,33,2003,42,,,,2012,0.7,9.3,2014,41,49,45,10,17,14,2011,25,461,2011,Currently off course,2013,16,,,2008,10,11,10,2008,45,46,43,2008,24,23,25,2012,20,2012,40,2012,52.5,2012,87,2012,49.6,2012,77,2012,22.9,2000,14.1,MICS,2005,25.4,MICS,2012,34.3,DHS,2012,,2013,93,2012,60.3,2013,96,2012,38.6,28.10000038,38.79999924,37.40000153,33.20000076,,223,456,510,36,28,37,,2013,0.383,75,2013,1.918,2013,5.018,,,,2,2012,82,2011,80,2010,79,2009,79,2008,78,,,,,34,10,26,30,45,29,5,21,,,,,90,3,5,1,95,3,2,0,,,,,,,,,,,,,,,,,2014,Many provisions law,2003,Medium high,2011,Yes,,Planning,2007-2015,8,116,.,,"Available, partially implemented",2014,33,28,27,19,27
Thailand,Asia,Asia,South-Eastern Asia,67401,3507,36,20,15,15,14,14,13,2010,0,2008,0,2006,1,2002,2,2010,4,2008,5,2006,8,2002,13,2014,13986,2013,13932,2012,13586,2011,12798,2010,12822,,,2012,16,604,-1,2,Off course - No progress,2012,11,404,-5.289999962,3.3,Off course - No progress,2012,7,248,off course,2012,0,2.200000048,2012,12,Off course some progress,2010,11.3,2012,16,2006,16,1995,18,1993,21,1987,25,2008,16.4,5.5,,,,2014,26,33,30,6,11,9,2011,24,4501,2011,Currently off course,2013,5,2000,Optimal iodine nutrition,2008,7,7,7,2008,34,37,32,2008,56,55,56,,,,,2012,93.4,2012,100,2012,46.3,2012,32,2012,6.9,2005-2006,5.4,MICS,2009,15.1,NS,2012,12.3,MICS,2012,,,,2012,57.8,2013,99,2012,70.9,34.59999847,19,9.300000191,7.400000095,332,504,428,407,44,48,50,51,2013,0.364,70,2010,0.393,2010,2.077,2000,0.059,,13,2012,89,2011,90,2010,86,2009,84,2008,81,29,58,11,2,38,7,54,1,57,41,2,0,87,5,0,8,91,6,0,3,93,7,0,0,10.4,20.1,6.8,3.6,8.8,22.4,8.4,5.9,5.8,20.0,9.6,15.1,4.6,18.7,9.6,8.5,2014,Some provisions voluntary,2003,Medium low,2011,Partial,,No Fortification,2012-2016,111,40,2010,"Available, fully implemented","Available, fully implemented",,,,,,
The former Yugoslav Republic of Macedonia,Europe,Europe,Southern Europe,2109,112,60,26,11,10,9,7,7,2008,0,2006,1,2005,0,2004,1,2008,4,2006,5,2005,4,2004,3,2014,12096,2013,11664,2012,11370,2011,11431,2010,11179,,,2011,5,6,4,3,On course - Good progress,2011,12,14,-2.160000086,4.0,Off course - No progress,2011,2,2,on course,2011,0,0.200000003,2011,23,,2011,5.5,,,,,2011,5,2005,12,1999,8,2007,21,3.3,,,,2014,60,51,55,18,21,20,2011,19,102,2011,Currently off course,,,2002,Optimal iodine nutrition,2008,10,10,9,2008,45,48,43,2008,43,42,44,,,,,2011,93.9,2011,98,2011,21,2011,34,2011,17.2,,,.,2005,16.2,MICS,2011,23,MICS,2012,,,,2011,62,2013,98,2005,94,,,,,,830,829,769,51,60,63,,2013,0.162,31,2009,2.624,,,,,,2,2012,82,2010,81,2009,79,2008,78,2007,79,,,,,91,1,8,0,92,7,1,0,,,,,90,4,7,0,91,4,4,1,,,,,,,,,,,,,,,,,2014,Few provisions law,2003,Medium high,.,,,Planning,,,,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Timor-Leste,Asia,Asia,South-Eastern Asia,1173,190,30,7,64,62,59,57,55,,,,,,,2007,35,,,,,,,2007,71,2014,2173,2013,2093,2012,2040,2011,1940,2010,1777,,,2009,58,102,0,5,Off course - No progress,2009,6,10,-0.25,0.0,On course - At risk,2009,19,34,off course,2009,0,7.599999905,2009,52,,2003,12,,,2009,58,2007,54,2003,55,2002,56,,,,2009,12.7,25.6,2014,11,18,15,1,3,2,2011,23,56,2011,Currently off course,2013,17,,,2008,7,6,7,2008,38,40,35,2008,27,24,29,,,,,2009,55.1,2009-2010,29,2009,81.7,2009,71,2010,31.5,,,.,2003,30.7,DHS,2009-2010,51.5,DHS,2012,11.4,2013,40,2009,71,2013,82,2007,59.9,45.20000076,43.90000153,32.09999847,26.89999962,146,125,114,135,26,26,29,,2013,,,2011,0.073,2011,1.112,2004,2.021,2009-2010,9,2011,57,2010,55,2009,56,2008,48,2005,53,,,,,14,40,40,6,25,47,20,8,,,,,37,8,7,48,41,9,24,26,,,,,,,,,,,,,,,,,2014,Measure drafted awaiting final approval,2003,Medium,.,,,No Fortification,2011-2030,52,92,2010,Not available,Not available,,,,,,
Togo,Africa,Africa,Western Africa,7171,1135,40,5,96,93,90,88,85,,,,,2011,52,2006,53,,,,,2011,73,2006,75,2014,1387,2013,1346,2012,1314,2011,1273,2010,1246,,,2014,28,307,2,5,Off course - Some progress,2014,2,22,-5.739999771,2.0,On course - At risk,2014,7,75,off course,2014,0,1.5,2013,58,Off course no progress,2010,11.1,2014,28,2010,30,2008,27,2006,28,1998,33,,,,1998,1,10.9,2014,17,34,26,3,12,8,2011,53,820,2011,Currently off course,2013,53,1999,Optimal iodine nutrition,2008,9,9,9,2008,46,47,44,2008,17,15,19,2013,12,2013,20.3,2010,54.9,2010,59,2013,60.6,2013,94,2014,33.6,2008,48.2,NS,2010,62.4,MICS,2013-14,57.5,DHS,2012,100,2013,61,2010,11.3,2013,84,2010,31.5,37.90000153,29.20000076,20.5,11.39999962,146,107,100,100,25,24,27,,2013,0.579,129,2008,0.053,2008,0.274,2004,0.095,,17,2007,30,2006,33,2005,31,2004,29,2003,27,4,44,31,21,5,27,49,19,5,58,20,17,12,24,4,60,11,23,8,57,12,23,13,52,4.9,,,,5.5,,,,7.3,,,,7.2,,,,2014,Measure drafted awaiting final approval,2003,Medium,2011,Yes,,Mandatory,2013-2017,16,46,2010,Not available,Not available,2014,13,26,23,19,20
Tonga,Oceania,Oceania,Polynesia,106,13,24,12,14,13,13,13,12,,,,,,,,,,,,,,,,,2014,4962,2013,4879,2012,5032,2011,5023,2010,4945,,,2012,8,1,,3,,2012,17,2,,6.7,,2012,5,1,off course,2012,0,2.099999905,2012,52,,,,,,,,,,2012,8,1986,2,2010,59.6,21.9,,,,2014,70,80,75,36,50,43,2011,19,5,2011,Currently off course,2013,6,,,2008,18,17,19,2008,41,44,38,2008,50,53,45,,,,,2012,70.4,2012,98,2012,79.1,2012,50,2012,25.2,,,.,1999,62,NS,2012,52.2,DHS,2012,,,,,,2013,99,,,,,,,,,,,,,,,2013,0.458,90,2010,0.563,2010,3.883,,,,,2012,93,2011,103,2010,107,2009,117,2008,106,,,1,,,1,99,,78,22,0,0,94,1,5,,93,1,6,,91,1,8,,6.4,12.9,8.8,1.9,8.6,11.5,9.5,5.5,3.5,14.1,9.6,1.8,2.9,18.8,8.6,1.5,,.,.,,.,,2015,,2010-2020,86,1,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Trinidad and Tobago,Americas,Latin America and the Caribbean,Caribbean,1347,94,15,19,24,23,23,22,21,,,,,1992,4,1988,1,,,,,1992,14,1988,9,2013,29469,2012,29086,2011,28743,2010,29321,2009,29383,,,,,,,,,,,,,,,,,,,,,,2006,13,,2011,11.9,,,,,,,2000,5,1987,6,2011,26.2,11.9,,,,2014,55,67,61,24,38,31,2011,25,99,2011,Currently off course,2013,3,,,2008,13,12,13,2008,41,44,38,2008,39,37,41,,,,,,,2012,100,2006,41.2,2006,34,,,,,.,2000,2.3,MICS,2006,12.8,MICS,2012,,,,1987,53.1,2013,92,2006,27.9,12.60000038,13,10.19999981,7.400000095,215,268,301,385,59,63,64,,2013,0.321,56,2007,1.175,2007,3.562,,,,,,,,,,,,,2004,89,72,19,7,2,78,6,16,1,84,12,5,0,90,7,3,0,91,7,2,0,92,7,1,0,4.9,13.4,8.4,14.0,3.3,16.9,6.4,14.7,,,,,,,,,2014,Few provisions law,2003,Medium,2011,Partial,,Mandatory,2012-2015,13,3,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Tunisia,Africa,Africa,Northern Africa,11235,930,67,15,18,17,17,16,15,2010,1,2005,1,2000,3,1995,6,2010,4,2005,8,2000,13,1995,20,2013,10768,2012,10609,2011,10235,2010,10411,2009,10187,,,2012,10,93,4,3,On course - Good progress,2012,14,131,-8.430000305,5.3,Off course - No progress,2012,3,26,on course,2012,0,1.700000048,2011,9,Off course no progress,2011,6.9,2012,10,2006,9,2000,17,1997,12,1988,19,,,,,,,2014,59,66,63,20,34,27,2011,28,844,2011,Currently off course,2013,6,1996-7,Optimal iodine nutrition,2008,12,12,13,2008,42,43,41,2008,41,37,44,,,,,2011,85.1,2011-2012,99,2011,39.9,2011,49,2012,7,1988,17.9,DHS,2006,6.2,MICS,2011-12,8.5,MICS,2012,,,,2011,65.1,2013,98,2000,96.7,,,,,638,732,938,879,44,47,48,,2013,0.265,48,2010,1.222,2009,3.28,,,2011-2012,1,2011,93,2010,92,2009,93,2008,95,2006,91,60,23,16,1,71,10,19,1,82,16,2,0,73,3,2,22,82,4,3,11,92,5,2,1,8.5,19.4,7.3,2.2,9.3,22.0,7.5,1.6,5.5,24.3,6.2,2.3,5.4,19.7,5.7,8.2,2014,Many provisions law,.,,2011,No,,No Fortification,2007-2016,126,64,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Turkey,Asia,Asia,Western Asia,76691,6309,75,15,24,23,22,20,19,2011,0,2010,1,2009,0,2008,0,2011,3,2010,3,2009,4,2008,4,2014,18884,2013,18579,2012,18057,2011,17908,2010,16674,,,2013,10,604,5,3,On course - Good progress,2013,11,693,-2.029999971,3.6,Off course - No progress,2013,2,108,on course,2013,0,0.400000006,2013,30,off course reversal,2008,11,2013,10,2008,12,2004,16,1998,19,,,,,,1998,2.1,2.5,2014,64,69,66,23,36,30,2011,29,5850,2011,Currently off course,2013,8,1997-9,Moderate iodine deficiency,2008,10,10,10,2008,36,36,36,2008,40,38,41,,,,,2008,73.7,2008,91,2013,49.9,2013,68,2013,5.9,2003,20.8,DHS,2008,41.6,DHS,2013,30.1,DHS,2012,,,,1998,14.3,2013,98,2008,68.9,,,,,908,1009,953,997,46,46,52,,2013,0.36,69,2011,1.711,2011,2.402,,,,8,2012,84,2011,85,2010,81,2009,76,2008,83,76,10,14,0,87,7,6,0,100,0,0,0,83,1,14,2,88,1,9,1,95,1,4,0,1.5,14.6,3.2,2.1,2.8,7.9,3.5,7.4,4.0,14.0,5.4,21.0,4.5,15.6,4.3,21.9,2014,Few provisions law,2003,Medium,2011,Yes,,Planning,2014-2018,91,30,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Turkmenistan,Asia,Asia,Central Asia,5373,528,50,8,63,61,59,57,55,,,1998,25,1993,64,1988,14,,,1998,50,1993,86,1988,50,2014,14762,2013,13555,2012,12460,2011,11361,2010,10032,,,,,,,,,,,,,,,,,,,,,,2000,13,,2011,4.8,,,,,,,,,2000,28,,,,2000,0.5,10,2014,55,56,55,17,23,20,2011,32,469,2011,Currently off course,2013,9,1999,Mild iodine deficiency,2008,11,12,10,2008,45,47,42,2008,35,34,36,,,,,2000,82.8,2000,97,2000,18,2000,76,2000,13.1,,,.,,,.,2000,12.7,DHS,2012,,,,2000,46.7,2013,98,2000,75.3,8.600000381,9,,,,395,582,571,41,37,41,,2013,,,2002,4.179,2002,9.044,,,,2,,,,,,,,,2014,84,,,,,53,29,7,11,,,,,,,,,62,,37,1,,,,,,,,,,,,,,,,,,,,,2014,Few provisions law,2003,Medium,.,,,Mandatory,2014-2020,21,116,.,,,,,,,,
Tuvalu,Oceania,Oceania,Polynesia,10,,52,,33,32,31,30,29,,,,,,,,,,,,,,,,,2013,3528,2012,3489,2011,3488,2010,3222,2009,3319,,,2007,10,0,,4,,2007,6,0,,0.0,,2007,3,0,on course,2007,,0.899999976,2007,35,,2007,6.1,,,,,,,,,2007,10,2013,48.3,21.5,,,,2014,70,77,73,35,46,40,2011,,,2011,,,,,,2008,,,,2008,,,,2008,,,,,,,,2007,67.3,2007,98,2007,15,2007,54,2007,24.2,,,.,,,.,2007,34.7,DHS,2012,,,,2007,43.5,2013,90,,,,,,,,,,,,,,,2013,,,2009,1.091,2008,5.818,,,,3,,,,,,,2013,91,2001,84,90,0,10,,94,6,0,,97,1,2,,73,6,16,5,78,6,11,5,,,,,,,,,,,,,,,,,,,,,,.,.,,.,,,Planning,2005-2015,40,24,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Uganda,Africa,Africa,Eastern Africa,40141,7470,17,5,83,78,74,69,66,2012,38,2009,38,2005,52,2002,57,2012,63,2009,65,2005,76,2002,79,2014,1638,2013,1621,2012,1622,2011,1607,2010,1515,,,2012,34,2373,2,6,Off course - Some progress,2012,6,402,0.170000002,0.0,On course - Good progress,2012,4,298,on course,2012,0,0.300000012,2011,63,on course,2011,11.8,2012,34,2011,34,2006,39,2000,45,1995,46,2003,7.1,0.7,2011,1.3,10.2,2014,13,30,22,2,8,5,2011,27,2022,2011,Currently off course,2013,39,1999,"Risk of adverse health consequences (iodine induced hyperthyroidism, auto-immune thyroid diseases)",2008,7,7,7,2008,49,50,48,2008,22,20,24,2011,6,2011,12.8,2011,47.6,2011,57,2011,52.5,2011,87,2014,34.7,2000-2001,63.2,DHS,2006,60.1,DHS,2011,63.2,DHS,2012,8.5,2013,65,2011,43.5,2013,78,2006,86.8,23.20000076,28.39999962,25.10000038,25.5,610,609,485,477,55,55,55,,2013,0.529,115,2005,0.117,2005,1.306,2005,0.188,,33,2013,25,2011,23,2010,24,2009,24,2008,23,1,39,36,24,2,26,54,17,5,74,13,8,13,10,57,20,16,11,59,15,19,14,60,7,2.3,4.1,1.4,5.7,6.3,21.1,6.2,2.0,4.8,13.7,8.6,5.9,3.4,13.6,8.0,5.3,2014,Law,2003,High,2011,No,,Mandatory,2010-2015,39,57,2010,"Available, partially implemented",Not available,2014,37,34,41,43,39
Ukraine,Europe,Europe,Eastern Europe,44646,2417,70,30,12,12,11,11,10,2010,0,2009,0,2008,0,2007,0,2010,0,2009,0,2008,0,2007,0,2014,8267,2013,8338,2012,8319,2011,8282,2010,7844,,,,,,,,,,,,,,,,,,,,,,2012,20,Off course some progress,2011,5.3,,,,,,,2002,4,2000,23,,,,,,,2014,56,52,54,17,23,20,2011,23,2619,2011,Currently off course,,,1991-9,Mild iodine deficiency,2008,10,10,10,2008,48,52,45,2008,44,43,45,,,,,2012,87.2,2012,99,2012,65.7,2012,38,2012,4.9,2005,6,MICS,2007,18.2,DHS,2012,19.7,MICS,2012,,,,2012,59.2,2013,76,2012,20.7,,,,,,364,508,601,52,50,58,,2013,0.326,61,2013,3.543,2013,7.67,,,,4,2013,97,2012,97,2011,92,2010,94,2009,94,,,,,75,2,22,0,69,27,4,0,,,,,95,3,3,0,96,3,1,,,,,,1.6,7.7,2.1,24.6,2.4,9.5,2.9,22.8,1.9,7.7,2.9,19.1,2014,No information,2003,High,2011,Yes,,No Fortification,,,,2010,"Available, partially implemented","Available, partially implemented",,,,,,
United Arab Emirates,Asia,Asia,Western Asia,9577,670,86,1,9,9,9,9,8,,,,,,,,,,,,,,,,,2014,60578,2013,59092,2012,57028,2011,56192,2010,56644,,,,,,,,,,,,,,,,,,,,,,1995,34,,2009,6.1,,,,,,,,,,,2010,38.4,14.4,,,,2014,73,76,74,34,45,37,2011,26,430,2011,Currently off course,2013,5,1994,Mild iodine deficiency,2008,16,15,16,2008,39,41,33,2008,58,57,58,,,,,,,2008,100,,,,,,,,,.,,,.,1995,34,NS,2012,,,,,,2013,94,,,,,,,1044,1030,425,428,69,58,57,,2013,0.244,43,2010,2.533,2011,3.16,,,,,,,,,,,,,1999,88,,,0,0,78,0,21,0,,,0,0,97,2,1,0,97,2,0,0,98,2,0,0,0.7,14.8,6.9,2.9,0.7,17.6,7.3,10.6,0.7,18.7,7.0,15.5,0.8,17.5,7.0,13.3,2014,Few provisions law,2003,Medium low,2011,No,,Voluntary,,,,2010,"Available, fully implemented","Available, fully implemented",,,,,,
United Kingdom,Europe,Europe,Northern Europe,63844,3869,80,36,5,5,5,5,5,,,,,,,,,,,,,,,,,2014,37614,2013,36908,2012,36535,2011,36549,2010,36240,,,,,,,,,,,,,,,,,,,,,,,,,2011,7,,,,,,,,,,,,,,,,,2014,68,59,63,27,29,28,2011,15,2167,2011,Currently off course,,,,,2008,7,8,6,2008,38,42,33,2008,63,65,61,,,,,,,1998,99,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,96,,,,,,,451,471,592,602,72,69,68,,2013,0.193,35,2013,2.809,2013,8.801,,,,,2012,95,2011,98,2010,107,2009,104,2008,101,100,0,0,0,100,0,0,0,100,0,0,0,99,1,0,0,99,1,0,0,99,1,0,0,0.3,11.1,12.1,33.1,0.7,13.3,15.4,40.2,0.4,13.7,16.3,35.4,0.3,12.6,16.6,34.6,2014,Many provisions law,.,,2011,No,,Mandatory,2005,116,41,2010,"Available, partially implemented","Available, partially implemented",,,,,,
United Republic of Tanzania,Africa,Africa,Eastern Africa,52291,8992,29,6,66,61,57,54,52,2012,43,2007,68,2000,84,1992,72,2012,73,2007,88,2000,95,1992,91,2014,2472,2013,2382,2012,2288,2011,2243,2010,2143,,,2014,35,3061,0,6,Off course - Some progress,2013,5,450,1.850000024,0.0,On course - Good progress,2014,4,335,on course,,,,2014,41,Off course no progress,2010,8.4,2014,35,2013,37,2011,35,2010,43,2009,43,,,,2010,2.7,10.1,2014,17,34,26,3,11,7,2011,40,4157,2011,Currently off course,2013,43,1996,Optimal iodine nutrition,2008,8,8,9,2008,45,46,44,2008,24,22,26,,,,,2010,42.8,2010,49,2010,48.7,2010,94,2010,25.3,2004-2005,41.3,DHS,2010,49.8,DHS,2014,41.1,NS,2012,,2013,92,2010,44,2013,91,2010,55.7,24.20000076,36.79999924,34.70000076,32.09999847,228,199,292,309,31,35,42,44,2013,0.553,124,2012,0.031,2012,0.436,,,,28,,,,,2013,32,2012,33,2010,28,6,48,25,21,8,27,46,19,13,43,30,14,7,4,80,9,9,6,74,11,16,12,60,12,5.5,26.0,21.4,24.6,6.4,22.2,8.8,7.8,,,,,,,,,2014,Law,2003,Medium high,2011,Partial,,Mandatory,2011-2015,3,87,2010,"Available, partially implemented","Available, fully implemented",2014,52,54,42,40,47
United States of America,Americas,Northern America,Northern America,325128,21094,83,29,8,7,7,7,7,,,,,,,,,,,,,,,,,2014,52118,2013,51282,2012,50549,2011,49781,2010,49373,,,2012,2,433,4,4,On course - Good progress,2012,6,1237,1.190000057,0.0,On course - Good progress,2012,1,103,on course,,,,,,,2010,8.1,2012,2,2009,3,2005,3,2001,3,1991,3,,,,,,,2014,72,63,67,33,35,34,2011,12,8918,2011,Currently off course,,,1988-94,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,11,13,9,2008,30,33,27,2008,54,53,54,,,,,,,1997,99,,,,,2010,8,,,.,,,.,,,.,2012,,,,,,2013,94,,,,,,,645,706,604,576,74,75,75,,2013,0.262,47,2011,2.452,2005,9.815,,,,,2012,94,2011,94,2010,94,2009,95,2008,95,98,0,2,,98,1,1,,99,0,1,,100,,0,0,100,,0,,100,0,0,0,0.9,3.0,4.6,41.9,2.0,3.0,8.6,50.7,0.6,3.7,10.7,54.7,0.5,2.6,9.8,54.0,2014,No action,.,,2011,No,,Mandatory,,,,.,,,,,,,,
